near_fid;near_dist;utmx_vertice;utmy_vertice;id;localidade;forn_fa;talhao;utmx_point;utmy_point
8601;60,354912;215873,536889;7698007,623730;713;1459_1;1459;1;215896,241;7698063,578
8601;98,610124;216455,888620;7697920,270980;714;1459_2;1459;2;216466,564;7697821,828
8534;262,366437;217242,063456;7698182,329250;715;1459_3;1459;3;217073,884;7697981,049
2315;201,874273;254483,456735;7748060,754580;716;1460_103;1460;103;254320,336;7748178,575
2256;152,248711;254075,810514;7747187,226990;717;1460_104;1460;104;254221,500;7747233,532
2540;191,283436;252823,754295;7745265,466290;718;1460_16;1460;16;252914,787;7745096,504
2540;35,419280;253035,837012;7745789,582850;719;1460_22;1460;22;253036,525;7745824,733
1952;105,339557;252736,401535;7749371,045970;720;1460_33;1460;33;252763,308;7749268,701
2090;204,313240;252794,636715;7748468,400790;721;1460_35;1460;35;252847,542;7748665,722
2086;75,106813;253558,401025;7748555,753550;722;1460_42;1460;42;253559,089;7748630,605
1969;14,319608;254774,632594;7749428,298720;723;1460_46;1460;46;254760,996;7749428,017
2048;148,350170;254221,398455;7748672,223890;724;1460_48;1460;48;254123,778;7748783,111
9366;273,936426;226605,315026;7689476,170930;725;1462_24;1462;24;226606,004;7689749,970
9185;180,404103;231072,917033;7690437,051270;726;1463_4;1463;4;231228,511;7690529,410
9366;411,754000;225365,870074;7689330,583000;727;1465_7;1465;7;225287,872;7689734,691
9072;350,060676;227229,395616;7691456,166800;728;1466_3;1466;3;227194,487;7691107,457
6173;44,710170;259975,391160;7720340,812390;729;1467_35;1467;35;259976,079;7720295,807
6308;98,885980;259509,501121;7719583,755150;730;1467_37;1467;37;259510,189;7719682,391
6360;45,714216;260044,915732;7719816,695830;731;1467_38;1467;38;260002,498;7719831,679
6360;19,902745;260384,520175;7719991,401360;732;1467_40;1467;40;260385,208;7720011,029
10294;204,729679;245777,298222;7680420,601550;733;1469_2;1469;2;245812,672;7680218,468
11345;170,964590;275822,719480;7672704,441140;734;1476_18;1476;18;275823,407;7672875,163
11266;65,191080;276525,469742;7672966,499410;735;1476_20;1476;20;276486,485;7672914,471
10974;122,358049;245457,004760;7675412,376700;736;1477_5;1477;5;245576,580;7675382,952
10877;199,689055;245660,827871;7676023,846010;737;1477_7;1477;7;245461,770;7676026,583
2217;94,921317;250843,758405;7747827,813890;738;1483_10;1483;10;250925,671;7747876,718
2142;176,487291;252270,520147;7748002,519410;739;1483_13;1483;13;252119,522;7747911,897
2270;380,392544;251338,757377;7747158,109400;740;1484_7;1484;7;251683,508;7747320,384
2425;151,086898;251542,580477;7746342,816990;741;1484_9;1484;9;251580,198;7746489,096
2291;206,357170;255619,042608;7747187,226990;742;1485_14;1485;14;255821,125;7747141,643
2535;353,261389;256609,040556;7745323,701470;743;1485_3;1485;3;256275,798;7745207,803
2132;9,892998;255560,807439;7748659,327700;744;1485_30;1485;30;255551,599;7748659,046
2132;87,438808;255473,454656;7747955,145700;745;1485_36;1485;36;255561,611;7747954,864
2504;49,249761;255531,689851;7746546,640090;746;1485_8;1485;8;255581,644;7746546,498
2471;158,775647;250465,229782;7747128,991820;747;1486_1;1486;1;250340,425;7747226,075
2661;95,750083;249154,938385;7747099,874230;748;1486_10;1486;10;249161,460;7747195,201
2217;223,804562;250523,464951;7747856,931480;749;1486_3;1486;3;250377,527;7748025,843
2156;46,754586;249591,702187;7747915,166660;750;1486_4;1486;4;249584,265;7747868,824
2135;148,083575;248935,397846;7748002,519410;751;1486_8;1486;8;248936,086;7747854,098
9955;271,184309;252561,695911;7683448,830520;752;1495_10;1495;10;252548,702;7683177,614
11253;377,706165;253231,400398;7682691,773270;753;1495_11;1495;11;253054,249;7683024,863
10038;237,639730;251804,638655;7683303,242590;754;1496_4;1496;4;252028,906;7683222,180
6132;165,232802;257831,979149;7720835,811360;755;1498_1;1498;1;257887,264;7720991,539
6262;108,031313;258152,272602;7719729,343080;756;1498_12;1498;12;258070,541;7719798,957
6308;22,243475;258619,139122;7719758,460670;757;1498_13;1498;13;258619,827;7719780,430
6132;97,766909;257861,096741;7720573,753090;758;1498_4;1498;4;257943,625;7720519,930
6136;50,759433;258414,330885;7721010,516880;759;1498_5;1498;5;258384,524;7720969,637
9853;226,863187;255851,983204;7684759,121900;760;1499_2;1499;2;255843,956;7684532,069
11253;190,927914;256172,276651;7684147,652580;761;1499_4;1499;4;256253,686;7684320,467
11253;41,404129;256568,401005;7684060,299830;762;1499_5;1499;5;256569,089;7684101,437
9043;34,578087;226064,692154;7691718,225080;763;1500_8;1500;8;226086,495;7691690,538
9069;403,964182;226443,220776;7691310,578870;764;1500_9;1500;9;226087,923;7691118,902
8585;376,329873;226850,867001;7697192,331310;765;1503_1;1503;1;227115,627;7696923,651
9216;31,184744;244525,242016;7690815,579870;766;1507_14;1507;14;244553,190;7690830,471
9216;39,646574;245113,099718;7690786,462280;767;1507_15;1507;15;245113,788;7690825,844
11200;448,915362;262374,322594;7673723,556670;768;1508_2;1508;2;262583,724;7673325,679
9331;136,743661;233431,441538;7689272,347810;769;1510_1;1510;1;233349,765;7689162,830
10285;46,636318;231276,740118;7682546,185380;770;1511_6;1511;6;231289,586;7682500,857
10285;239,633733;231597,033572;7682022,068810;771;1511_7;1511;7;231364,563;7682077,623
9855;7,484417;232150,267721;7684147,652610;772;1513_3;1513;3;232158,003;7684144,839
2387;197,320960;254716,397427;7746488,404920;773;1515_3;1515;3;254912,935;7746512,724
2504;58,035746;254853,311060;7745847,818020;774;1515_5;1515;5;254853,999;7745905,592
2411;89,123290;254308,751213;7746488,404920;775;1515_6;1515;6;254235,429;7746537,832
2442;50,770439;254250,516027;7745846,329650;776;1515_7;1515;7;254301,992;7745846,048
6327;223,194052;222192,053202;7719816,695890;777;1521_6;1521;6;222127,846;7720030,095
9513;178,175974;221434,995890;7687059,411270;778;1526_14;1526;14;221364,121;7686895,849
9331;69,300533;238468,784015;7694979,394720;779;1527_12;1527;12;238446,535;7695044,541
2897;5,389952;256230,200099;7743605,763870;780;1528_10;1528;10;256230,888;7743610,874
2897;59,777562;255682,610073;7743605,763870;781;1528_11;1528;11;255683,298;7743665,280
2651;114,264625;256754,628481;7744450,173870;782;1528_9;1528;9;256736,591;7744337,134
2056;32,944889;251455,227731;7749516,633900;783;1529_19;1529;19;251453,441;7749549,216
1825;182,373722;253347,870854;7750040,750440;784;1529_2;1529;2;253529,301;7750015,653
2056;55,889271;250931,111168;7749341,928380;785;1529_20;1529;20;250906,710;7749391,611
1861;47,755155;250931,111173;7749953,397700;786;1529_25;1529;25;250902,017;7749990,469
1807;74,829930;251134,934279;7750427,516740;787;1529_26;1529;26;251060,765;7750427,235
1861;30,852481;251508,429983;7750069,868040;788;1529_27;1529;27;251509,118;7750100,450
1774;69,790880;251659,050831;7750681,337350;789;1529_29;1529;29;251600,714;7750643,768
1850;35,472729;254104,928107;7750032,105720;790;1529_3;1529;3;254070,131;7750031,824
1825;241,102360;253114,930163;7750040,750450;791;1529_6;1529;6;252874,682;7750029,455
1774;83,933795;252649,048780;7750506,631830;792;1529_9;1529;9;252729,015;7750478,694
9943;95,945118;231888,209442;7683574,495750;793;1533_5;1533;5;231984,890;7683574,215
1937;148,474145;256317,864691;7749458,398710;794;1539_1;1539;1;256300,124;7749310,741
6536;255,366573;244234,066197;7717283,465840;795;1546_1;1546;1;244071,539;7717479,720
8541;103,498416;248038,606806;7717661,994470;796;1546_108;1546;108;248039,295;7717558,175
6582;35,218206;243986,551734;7716788,466880;797;1546_60;1546;60;243987,240;7716752,953
6742;36,030168;244001,125501;7715885,821700;798;1546_65;1546;65;244023,742;7715914,148
6883;143,009351;245311,416896;7716671,996530;799;1546_73;1546;73;245268,981;7716808,128
6504;11,675087;246738,178645;7717574,641710;800;1546_79;1546;79;246748,408;7717581,097
6742;219,902983;243273,185842;7717312,583430;801;1546_95;1546;95;243466,890;7717417,859
6223;334,557768;243651,714472;7719816,695860;802;1548_10;1548;10;243373,832;7719630,889
6185;48,851449;243360,538605;7720224,342070;803;1548_15;1548;15;243350,238;7720271,681
6235;73,758497;244146,713437;7719709,220250;804;1548_26;1548;26;244073,613;7719708,939
9331;117,804723;234654,380174;7689825,581950;805;1551_4;1551;4;234549,632;7689877,971
9433;570,016945;226850,866976;7687816,468500;806;1553_1;1553;1;226629,045;7688341,305
9428;49,817978;227171,160437;7687874,703670;807;1553_3;1553;3;227127,940;7687898,011
9428;307,889027;227345,865951;7688049,409200;808;1553_4;1553;4;227290,971;7688352,121
8541;111,227382;255402,589991;7712624,652020;809;1554_17;1554;17;255403,278;7712735,636
8541;23,414599;254716,397361;7712726,312160;810;1554_20;1554;20;254740,508;7712726,031
8541;28,854049;254941,678008;7712187,888220;811;1554_21;1554;21;254942,366;7712216,471
7241;216,503722;256143,159113;7712187,888220;812;1554_22;1554;22;255932,524;7712235,019
7241;19,452884;256143,159113;7712624,652020;813;1554_23;1554;23;256125,252;7712630,106
9366;71,146641;227229,395613;7689679,994030;814;1555_19;1555;19;227301,102;7689674,856
9242;36,947563;227840,864915;7689681,231850;815;1555_21;1555;21;227804,587;7689680,951
9316;64,795194;227840,864911;7689079,600830;816;1555_25;1555;25;227776,725;7689079,320
9359;227,049318;221143,820025;7689476,170930;817;1558_5;1558;5;221310,578;7689630,907
9492;30,096332;221871,759689;7689650,876450;818;1558_7;1558;7;221853,119;7689673,686
9183;440,151260;232004,679796;7690291,463330;819;1570_4;1570;4;231957,008;7689853,480
9868;274,766644;221143,820022;7684118,535050;820;1571_1;1571;1;221404,084;7684027,689
10285;0,000000;227319,102284;7682418,085740;821;1572_12;1572;12;227319,791;7682417,805
10154;67,820196;226732,204249;7681934,716060;822;1573_7;1573;7;226732,893;7682002,291
10124;36,111633;227465,099278;7681934,716060;823;1573_8;1573;8;227465,788;7681898,305
9291;293,249733;220590,585885;7689476,170940;824;1574_3;1574;3;220761,960;7689714,551
8798;74,332627;226414,103207;7699579,973380;825;1578_1;1578;1;226340,560;7699575,135
8480;179,947399;225074,694226;7699055,856830;826;1578_10;1578;10;225131,870;7698884,623
8674;283,650182;226734,396654;7698852,033720;827;1578_3;1578;3;226456,569;7698906,254
9044;261,212836;234508,792246;7691718,225070;828;1579_1;1579;1;234336,933;7691914,219
10408;629,387019;240594,367812;7679343,250860;829;1583_2;1583;2;240686,103;7678719,929
10732;383,434021;240332,309530;7677800,018790;830;1583_7;1583;7;240494,998;7678147,452
9492;244,336057;221376,760718;7687962,056450;831;1588_1;1588;1;221269,345;7688181,048
6419;297,062198;255706,395324;7718273,463770;832;1590_12;1590;12;255984,831;7718378,831
6419;66,543808;255502,572220;7718360,816520;833;1590_15;1590;15;255509,590;7718426,800
6539;184,639786;255415,219457;7717108,760320;834;1590_2;1590;2;255237,530;7717060,557
6858;28,680721;256632,893067;7718855,815490;835;1590_4;1590;4;256633,581;7718826,844
6439;283,744299;256929,333956;7718419,051700;836;1590_5;1590;5;256647,817;7718388,364
9853;361,377011;252183,167287;7685923,825360;837;1592_34;1592;34;251822,409;7685916,917
10417;320,149274;251222,286916;7679983,837750;838;1593_10;1593;10;251437,685;7680221,191
9803;105,172093;257744,626339;7685254,120860;839;1594_50;1594;50;257798,110;7685344,840
9745;431,033292;258880,212217;7685312,356030;840;1594_52;1594;52;258449,735;7685309,799
9765;112,005792;259142,270496;7685225,003280;841;1594_55;1594;55;259253,678;7685207,564
11253;53,529739;259653,818089;7685225,003280;842;1594_56;1594;56;259654,506;7685171,176
9692;60,249620;259753,739810;7686098,530870;843;1594_59;1594;59;259704,072;7686131,365
9603;65,506381;259025,800152;7686739,117760;844;1594_61;1594;61;259091,077;7686727,788
9692;431,851050;259520,799119;7685923,825350;845;1594_66;1594;66;259101,241;7686023,577
9581;664,767263;258734,624284;7686593,529840;846;1594_69;1594;69;258457,733;7685988,974
8361;266,885657;229267,626688;7703074,083740;847;1596_13;1596;13;229023,841;7703181,192
8167;276,472951;228371,525070;7703510,847540;848;1596_24;1596;24;228372,214;7703233,952
8167;0,000000;227722,061335;7703765,856060;849;1596_25;1596;25;227722,750;7703765,575
8245;374,447954;228015,570470;7702404,379260;850;1596_3;1596;3;228386,691;7702460,093
6997;284,959960;259054,917786;7716934,054790;851;1597_4;1597;4;259313,255;7717055,718
2015;192,229985;256841,981249;7748759,576650;852;1604_1;1604;1;256790,718;7748574,152
2238;100,306963;256812,863662;7748089,872160;853;1604_2;1604;2;256895,784;7748147,088
9794;175,512920;234508,792234;7685050,297790;854;1605_1;1605;1;234606,493;7684903,653
8588;65,235243;220444,997968;7699492,620640;855;1606_23;1606;23;220497,024;7699452,029
9692;73,738124;257773,743928;7690291,463310;856;1608_51;1608;51;257759,522;7690218,943
9692;37,352887;258385,213250;7689563,523650;857;1608_54;1608;54;258352,784;7689545,940
11253;271,939570;253906,751712;7683740,006380;858;1610_15;1610;15;253907,440;7684011,760
9825;59,238542;253364,866912;7684322,358110;859;1610_18;1610;18;253365,555;7684262,818
9825;329,853454;253406,105924;7684409,710870;860;1610_20;1610;20;253736,590;7684420,116
8638;506,834493;258239,625320;7696377,038840;861;1612_38;1612;38;258297,123;7695872,953
8733;162,188915;258851,094642;7695066,747460;862;1612_39;1612;39;258969,340;7695178,280
5306;63,600034;230694,388480;7728581,089360;863;1621_1;1621;1;230728,280;7728635,090
5241;142,109896;231946,444697;7727765,796940;864;1621_20;1621;20;231941,888;7727907,598
5241;57,234735;231888,209526;7727183,445220;865;1621_22;1621;22;231932,853;7727219,865
5306;57,317353;231422,328143;7729076,088330;866;1621_24;1621;24;231455,268;7729028,390
5306;40,164052;231247,622621;7728644,218430;867;1621_27;1621;27;231288,495;7728643,937
5306;197,851048;231771,739182;7728493,736600;868;1621_29;1621;29;231949,141;7728582,650
5179;147,756296;232557,914012;7727940,502450;869;1621_30;1621;30;232412,008;7727959,277
5306;165,953507;231364,092970;7727998,737630;870;1621_9;1621;9;231307,096;7727842,764
6861;66,877830;259171,388126;7715022,063190;871;1622_1;1622;1;259238,975;7715021,782
6811;380,286161;260277,856416;7715186,999610;872;1622_10;1622;10;260012,619;7714914,705
6697;125,154139;260703,792129;7715944,056850;873;1622_11;1622;11;260704,480;7715818,583
6977;189,860036;261413,442304;7715507,293060;874;1622_13;1622;13;261302,232;7715660,464
6977;38,026613;260074,033315;7714226,119260;875;1622_5;1622;5;260109,490;7714241,267
