near_fid;near_dist;utmx_vertice;utmy_vertice;id;localidade;forn_fa;talhao;utmx_point;utmy_point
8391;131,114557;235819,083657;7702579,084760;81;1032_166;1032;166;235689,400;7702593,297
8391;7,682955;236213,442526;7702666,437520;82;1032_170;1032;170;236214,131;7702658,470
8286;415,820363;234741,732949;7701501,734060;83;1032_172;1032;172;235032,814;7701203,559
8391;408,752811;235848,201247;7702287,908900;84;1032_174;1032;174;235702,186;7701905,906
8260;172,957828;234508,792265;7701938,497870;85;1032_175;1032;175;234360,019;7701851,017
8391;138,509468;233809,970187;7702520,849590;86;1032_19;1032;19;233705,233;7702610,505
8153;265,296099;234887,320888;7703510,847530;87;1032_36;1032;36;235000,256;7703270,049
8391;262,175307;233606,147083;7704209,669600;88;1032_4;1032;4;233664,143;7703953,425
8118;106,198255;234246,733989;7704034,964080;89;1032_5;1032;5;234326,655;7703963,895
8391;26,947826;233140,265696;7703964,826080;90;1032_8;1032;8;233167,915;7703964,545
8391;20,028515;232994,677763;7703248,789250;91;1032_9;1032;9;233012,801;7703238,631
8499;17,872706;232994,677754;7698969,313980;92;1036_15;1036;15;232977,485;7698969,033
8449;4,957008;233693,499829;7699739,919990;93;1036_17;1036;17;233689,229;7699739,639
8648;42,441734;233140,265688;7699842,031650;94;1036_21;1036;21;233157,342;7699880,923
8383;41,877978;233839,087770;7700482,618550;95;1036_22;1036;22;233806,778;7700456,520
8449;525,651271;233868,205217;7699776,396060;96;1036_27;1036;27;234394,794;7699776,115
8401;14,936430;233198,500853;7700426,314000;97;1036_54;1036;54;233214,133;7700426,033
8648;24,305175;231917,327053;7697774,683020;98;1036_72;1036;72;231941,164;7697781,850
8648;259,858656;232354,090856;7698560,857850;99;1036_73;1036;73;232446,352;7698317,253
8217;180,631495;224055,578710;7704529,963060;100;1038_55;1038;55;223875,651;7704536,069
8217;58,446483;223793,520422;7703074,083750;101;1038_57;1038;57;223737,715;7703088,906
8330;677,435706;225220,282165;7701763,792360;102;1038_63;1038;63;224544,435;7701804,863
8391;618,177898;235906,436416;7702317,026480;103;1039_4;1039;4;236347,292;7701882,293
8828;94,719199;236925,551946;7701181,440610;104;1039_5;1039;5;237020,727;7701188,383
8233;395,020914;237158,492642;7702258,791310;105;1039_6;1039;6;237009,711;7701892,666
8275;16,301267;237507,903672;7701734,674750;106;1039_9;1039;9;237492,302;7701733,617
7470;357,662604;241904,659262;7710353,480310;107;1041_22;1041;22;241551,804;7710408,318
7519;223,972753;242195,835124;7709945,834090;108;1041_27;1041;27;242190,455;7709721,568
7729;214,054871;242254,070301;7708810,248230;109;1041_34;1041;34;242201,214;7709017,310
7729;36,469326;242749,069263;7709471,520120;110;1041_38;1041;38;242713,273;7709471,239
7519;131,770016;242108,482360;7710520,540130;111;1041_43;1041;43;241977,345;7710520,259
8541;193,125114;246476,120333;7701268,793360;112;1043_12;1043;12;246293,956;7701330,896
8541;39,559353;246265,939766;7700802,911980;113;1043_13;1043;13;246266,628;7700842,206
8541;130,594469;245719,063083;7700511,736110;114;1043_14;1043;14;245642,256;7700616,636
6688;136,700038;238876,430267;7716089,644810;115;1046_1;1046;1;238785,249;7715988,055
6878;129,059782;238061,137842;7714662,883080;116;1046_16;1046;16;238090,990;7714536,821
7139;105,257047;238032,020257;7713818,473090;117;1046_18;1046;18;238117,019;7713881,285
6850;198,888091;238235,843364;7715128,764460;118;1046_2;1046;2;238126,899;7715294,533
6847;200,278377;237595,256460;7714779,353430;119;1046_5;1046;5;237440,006;7714653,252
6516;12,922287;236750,846457;7717341,701030;120;1047_14;1047;14;236741,202;7717333,650
6612;50,131407;236750,846453;7716701,114130;121;1047_18;1047;18;236794,303;7716727,031
6722;44,737127;237452,345567;7715944,056880;122;1047_24;1047;24;237453,034;7715988,533
6893;349,085911;236314,082656;7714779,353440;123;1048_10;1048;10;236281,135;7715126,695
8580;459,004600;242807,304418;7697599,977490;124;1050_102;1050;102;242373,790;7697749,128
8580;73,899825;243098,480248;7698463,823960;125;1050_104;1050;104;243025,238;7698463,543
8580;28,527354;243011,127525;7697774,683000;126;1050_14;1050;14;243036,020;7697759,281
8622;19,188836;241729,953718;7697017,625760;127;1050_95;1050;95;241722,397;7697034,681
8622;217,110642;242166,717515;7697046,743350;128;1050_96;1050;96;242384,602;7697044,863
8874;166,737577;226996,454910;7693345,212850;129;1052_31;1052;31;227163,968;7693344,932
8948;31,803167;227316,748371;7692679,105420;130;1052_38;1052;38;227328,969;7692708,481
8521;430,404611;240157,604045;7698415,269910;131;1053_10;1053;10;239748,139;7698283,902
8552;121,114180;239074,547540;7697803,800600;132;1053_13;1053;13;239075,236;7697682,352
8552;576,969922;239167,606105;7697920,270940;133;1053_16;1053;16;239721,629;7697755,650
8581;310,811195;240710,838193;7699143,209560;134;1053_3;1053;3;240418,726;7699038,263
8552;730,668181;238963,783002;7698939,386460;135;1053_6;1053;6;239660,140;7699163,585
8552;162,460571;238934,665409;7698997,621640;136;1053_9;1053;9;239073,290;7699083,308
8541;10,462374;244957,866732;7702025,850610;137;1055_38;1055;38;244958,555;7702015,103
8541;20,781567;244408,771689;7701828,130000;138;1055_40;1055;40;244430,250;7701827,849
8541;39,563152;244437,889274;7701297,910950;139;1055_42;1055;42;244452,621;7701334,634
8541;25,674330;244954,198731;7701414,381300;140;1055_45;1055;45;244954,887;7701439,785
8541;4,516368;244321,418931;7700596,814980;141;1055_49;1055;49;244317,589;7700596,534
8541;573,117127;245602,592745;7701822,027500;142;1056_5;1056;5;245645,067;7701249,925
8541;15,409102;245689,945501;7701971,353010;143;1056_9;1056;9;245706,049;7701971,072
5556;27,574662;236459,670610;7727241,680380;144;1062_60;1062;60;236446,149;7727265,045
5556;293,114123;236081,141977;7726047,859340;145;1062_66;1062;66;235789,251;7726067,391
5697;73,694026;234537,909885;7723660,217270;146;1063_10;1063;10;234522,488;7723731,883
5544;258,355750;234421,439543;7724475,509690;147;1063_6;1063;6;234653,679;7724360,360
5839;87,613341;233984,675748;7722903,160020;148;1065_15;1065;15;234027,709;7722979,627
5773;136,010418;234654,380229;7722932,277610;149;1065_17;1065;17;234578,448;7722819,544
6022;292,353429;234916,438508;7722087,867600;150;1065_18;1065;18;234701,968;7722285,721
8695;20,099425;221316,588171;7695998,510270;151;1069_1;1069;1;221317,277;7696018,340
6546;136,727807;232062,915023;7717924,052760;152;1070_2;1070;2;232111,274;7718051,991
6344;135,805035;232237,620543;7718797,580350;153;1070_4;1070;4;232110,133;7718752,223
6466;135,202087;232849,089861;7717982,287930;154;1072_2;1072;2;232726,302;7718037,241
6344;152,767407;232441,443646;7718739,345180;155;1073_1;1073;1;232594,955;7718736,681
6293;54,115261;232761,737105;7719288,872300;156;1073_2;1073;2;232816,567;7719288,591
6260;112,261584;233198,500895;7719467,284840;157;1073_4;1073;4;233283,631;7719392,947
6546;442,901643;231489,896789;7716963,172410;158;1074_1;1074;1;231490,586;7716519,772
6740;276,966861;232383,208475;7715856,704140;159;1074_4;1074;4;232106,946;7715865,554
8391;79,453931;230344,977385;7701676,439590;160;1101_1;1101;1;230303,994;7701743,854
8391;39,996732;230869,093939;7701172,915000;161;1101_10;1101;10;230829,766;7701172,634
8455;26,072387;229784,498366;7699783,796480;162;1101_14;1101;14;229785,187;7699757,430
8455;487,957817;230082,919100;7699376,150270;163;1101_15;1101;15;229769,575;7699002,071
8228;24,665301;229733,508072;7702491,732010;164;1101_18;1101;18;229711,643;7702481,435
8391;20,491380;230403,212559;7701181,440620;165;1101_4;1101;4;230393,433;7701163,532
8455;113,846968;230315,859656;7700339,712060;166;1101_6;1101;6;230430,452;7700339,431
8873;30,345823;236459,670546;7693494,397820;167;1110_7;1110;7;236486,224;7693510,014
8792;19,563904;236465,783511;7694746,454040;168;1112_3;1112;3;236466,472;7694765,746
8792;49,615469;236517,905721;7694135,408900;169;1112_4;1112;4;236468,956;7694135,128
7124;48,557805;236197,612301;7713177,886190;170;1115_3;1115;3;236175,244;7713134,845
8391;13,171676;235642,026526;7711896,712390;171;1115_43;1115;43;235642,715;7711909,609
8391;279,202847;235294,967117;7712217,005840;172;1115_44;1115;44;235488,491;7712418,817
7115;14,874643;235440,555051;7713090,533420;173;1115_7;1115;7;235453,217;7713081,415
7223;382,676900;236547,023339;7712333,476180;174;1116_7;1116;7;236182,018;7712446,527
7319;28,122321;236896,434382;7712508,181700;175;1117_1;1117;1;236871,221;7712496,915
8391;49,846243;236197,612301;7710994,067210;176;1117_9;1117;9;236227,162;7711034,455
8828;45,904962;237061,487528;7694134,984720;177;1120_4;1120;4;237062,176;7694088,778
9331;269,946206;237420,550900;7693407,045070;178;1120_6;1120;6;237151,872;7693426,212
8911;275,628148;234042,910865;7693523,515410;179;1121_22;1121;22;233785,483;7693426,183
9080;26,930883;233809,970152;7692789,437890;180;1121_23;1121;23;233783,715;7692789,157
9080;38,141779;233722,617398;7692131,892880;181;1121_25;1121;25;233685,146;7692131,612
9080;193,745607;233431,441539;7692067,636100;182;1121_27;1121;27;233455,194;7691874,894
9183;119,778690;232004,679801;7690437,051260;183;1122_15;1122;15;231914,689;7690515,117
9177;42,102014;232498,504415;7690495,286440;184;1122_29;1122;29;232499,193;7690537,128
9075;450,544805;232936,442565;7691368,814030;185;1122_30;1122;30;232505,833;7691237,504
8814;167,660236;236022,906743;7694222,337480;186;1126_1;1126;1;235886,120;7694125,950
8899;39,938346;235814,366490;7693407,045070;187;1126_4;1126;4;235815,055;7693446,721
6492;313,747428;240128,486497;7717661,994480;188;1127_1;1127;1;240122,378;7717347,903
6856;0,000000;240133,204638;7715304,665220;189;1127_13;1127;13;240133,893;7715304,384
6856;22,732945;240769,073397;7715326,721210;190;1127_14;1127;14;240747,019;7715326,440
6742;54,297705;241351,425130;7717283,465850;191;1127_16;1127;16;241335,347;7717231,516
6742;164,254276;241555,248232;7716846,702060;192;1127_18;1127;18;241420,057;7716754,013
6742;72,028253;242222,480679;7716875,819640;193;1127_25;1127;25;242223,169;7716947,597
6856;14,050499;240710,838214;7716747,462220;194;1127_6;1127;6;240697,470;7716747,181
6856;36,299110;240623,485431;7716127,813240;195;1127_7;1127;7;240587,859;7716127,532
6856;36,444179;240186,721645;7716037,886220;196;1127_9;1127;9;240223,870;7716037,605
8746;67,964271;241002,014047;7694921,159550;197;1139_14;1139;14;241062,433;7694953,365
8671;271,703576;240390,544738;7695911,157490;198;1140_32;1140;32;240411,819;7695639,836
8675;251,252062;241147,601982;7696173,215760;199;1140_42;1140;42;241072,115;7696412,474
8581;238,139268;241467,895437;7697599,977490;200;1141_16;1141;16;241677,230;7697714,698
8521;26,068666;240400,811619;7698415,269910;201;1141_21;1141;21;240401,500;7698388,909
8581;61,161462;241089,366820;7697774,683010;202;1141_25;1141;25;241049,321;7697728,744
8581;576,154121;240914,661299;7697949,388530;203;1141_30;1141;30;240387,083;7697718,512
8655;372,183410;240769,073362;7696901,155420;204;1141_32;1141;32;240405,943;7696980,096
7022;118,200085;229733,508094;7713731,120340;205;1144_16;1144;16;229658,864;7713822,000
6945;48,372436;231503,575427;7714429,942410;206;1144_26;1144;26;231504,264;7714381,265
7022;512,307373;229908,213611;7713381,709290;207;1144_3;1144;3;229542,627;7713022,868
6951;288,914888;232383,208467;7714284,354470;208;1144_30;1144;30;232170,577;7714479,131
6848;621,895822;232674,384331;7715332,587580;209;1144_33;1144;33;232127,200;7715037,408
6945;375,990919;231247,622595;7715303,470000;210;1144_37;1144;37;231558,516;7715090,395
7094;193,893995;228248,511176;7713177,886200;211;1144_43;1144;43;228267,734;7712984,499
7160;415,938587;228073,805662;7712653,769650;212;1144_7;1144;7;228311,305;7712311,285
8828;22,135472;236488,788136;7695499,499920;213;1145_1;1145;1;236467,331;7695499,219
8828;19,065428;237100,257444;7694850,097900;214;1145_14;1145;14;237120,020;7694849,817
8828;0,000000;237140,330534;7695565,430920;215;1145_7;1145;7;237141,019;7695565,150
6500;65,816536;238148,490598;7718111,889270;216;1147_10;1147;10;238083,333;7718111,608
6508;37,038159;238252,077600;7717516,406540;217;1147_12;1147;12;238252,766;7717553,180
6599;88,014065;238177,608186;7716802,844230;218;1147_14;1147;14;238266,350;7716802,563
5871;483,566831;237537,021298;7722146,102770;219;1148_19;1148;19;237358,660;7721696,389
6043;79,125157;238061,137858;7721680,221390;220;1148_22;1148;22;238025,335;7721609,692
6076;82,710718;238061,137844;7720960,096300;221;1148_24;1148;24;238144,574;7720959,815
6500;47,663580;238585,254394;7720031,890290;222;1149_33;1149;33;238538,258;7720031,609
6500;29,280799;238164,726603;7718739,345180;223;1150_10;1150;10;238165,415;7718709,770
6492;131,967197;239374,702573;7718535,522070;224;1150_13;1150;13;239375,391;7718667,266
6500;266,481729;238002,902676;7719962,283800;225;1150_45;1150;45;238050,692;7720224,410
6500;16,984739;237388,587575;7718069,640690;226;1150_9;1150;9;237389,276;7718052,367
6546;416,222208;231102,034667;7717603,759320;227;1152_12;1152;12;230824,709;7717913,511
6206;475,492448;230752,623628;7719845,813460;228;1152_123;1152;123;230769,809;7719370,090
6427;278,880729;230228,507075;7718419,051740;229;1152_131;1152;131;230058,574;7718639,543
6427;568,603485;230403,212588;7718448,169310;230;1152_133;1152;133;230866,557;7718778,918
6409;450,835326;229151,156374;7718302,581390;231;1152_18;1152;18;229463,465;7717976,185
6209;83,770120;228714,392575;7719962,283810;232;1152_2;1152;2;228769,408;7720025,824
6206;49,545409;230141,154322;7720107,871740;233;1152_7;1152;7;230092,912;7720099,655
8129;279,927287;225307,634930;7705223,878090;234;1155_12;1155;12;225028,247;7705223,597
8367;159,967469;228568,804576;7701051,738980;235;1155_17;1155;17;228409,444;7701051,458
8381;273,426218;227811,747358;7700686,441670;236;1155_18;1155;18;227843,565;7700957,951
8218;400,038952;225249,399750;7702841,143060;237;1155_21;1155;21;225055,499;7703190,629
8217;489,294128;223909,990675;7703100,050950;238;1155_25;1155;25;224400,238;7703099,770
8217;285,080506;224172,048982;7704541,672100;239;1155_29;1155;29;224457,972;7704541,391
8217;372,316242;224026,461119;7703714,670650;240;1155_36;1155;36;224388,703;7703804,103
8116;122,566977;225074,694238;7703947,611330;241;1155_39;1155;39;225049,061;7703827,556
8218;69,250178;225773,516308;7703918,493750;242;1155_41;1155;41;225718,922;7703876,446
8218;47,979158;225627,928379;7704471,727890;243;1155_42;1155;42;225596,731;7704435,562
8116;22,835931;225132,929400;7704543,907090;244;1155_53;1155;53;225110,770;7704543,626
8129;19,771895;226355,868012;7703836,813060;245;1155_59;1155;59;226376,339;7703836,532
8039;63,369824;224230,284231;7705203,445080;246;1155_6;1155;6;224294,377;7705203,164
8129;179,970210;226122,927333;7704523,270120;247;1155_61;1155;61;226303,681;7704522,989
7964;55,021787;225598,810793;7705898,489620;248;1155_66;1155;66;225629,688;7705944,244
8129;27,185533;225569,693210;7705374,373060;249;1155_67;1155;67;225597,240;7705378,391
8039;314,902044;224084,696294;7705752,901680;250;1155_7;1155;7;224354,119;7705917,097
8039;107,014709;224987,341480;7707354,368930;251;1155_72;1155;72;225074,057;7707290,340
8039;120,055839;224929,106306;7706539,076510;252;1155_74;1155;74;225005,257;7706632,253
8039;46,364776;224317,636988;7706684,664450;253;1155_75;1155;75;224342,219;7706644,620
8798;335,913475;226035,574580;7700890,264770;254;1155_82;1155;82;226303,935;7701093,229
8381;33,653446;227112,925276;7701072,384020;255;1155_84;1155;84;227079,943;7701072,103
8381;5,435715;226402,940292;7701676,439600;256;1155_85;1155;85;226403,629;7701670,720
8372;331,393218;227083,807699;7700657,324080;257;1155_87;1155;87;227096,030;7700325,678
8058;30,877298;226326,750460;7705228,785130;258;1155_89;1155;89;226353,446;7705245,179
8039;71,972272;225016,459034;7705939,691090;259;1155_9;1155;9;224945,137;7705939,410
8167;3,976923;227549,689087;7704588,198230;260;1155_95;1155;95;227546,747;7704589,545
8330;46,413474;225686,163546;7701822,027530;261;1155_96;1155;96;225732,437;7701830,608
6706;0,000000;251473,647930;7716238,410210;262;1158_1;1158;1;251474,336;7716238,129
6706;24,912187;252124,932159;7716206,115150;263;1158_2;1158;2;252113,178;7716184,241
8541;336,664738;252386,990445;7715419,940310;264;1158_3;1158;3;252711,003;7715513,921
8798;438,797430;224958,223868;7694164,102330;265;1162_1;1162;1;224524,077;7694103,259
8798;152,641120;225191,164564;7694105,867160;266;1162_2;1162;2;225212,655;7693954,287
8952;320,993850;225598,810768;7693174,104390;267;1162_3;1162;3;225278,727;7693189,687
6022;48,955488;235993,789212;7721621,986210;268;1163_22;1163;22;236039,370;7721602,121
6500;156,871374;236197,612318;7720835,811380;269;1163_24;1163;24;236069,749;7720925,562
6500;6,192602;236829,369573;7720952,281740;270;1163_25;1163;25;236830,058;7720945,805
6500;14,158898;236925,551976;7720428,165180;271;1163_27;1163;27;236931,207;7720441,150
6500;32,404741;236779,964041;7719353,484290;272;1163_29;1163;29;236813,072;7719353,203
6546;261,192866;231597,033635;7717894,935170;273;1164_1;1164;1;231472,699;7718124,127
6142;164,100950;231495,564352;7720311,694840;274;1164_10;1164;10;231496,253;7720147,232
6172;82,070112;230752,623629;7720240,371310;275;1164_12;1164;12;230835,423;7720240,090
6316;672,784224;231771,739164;7719263,461730;276;1164_3;1164;3;231432,086;7718682,448
6316;193,243427;231393,210538;7719409,049660;277;1164_6;1164;6;231268,035;7719262,010
6316;180,304094;232054,379345;7719292,579320;278;1164_8;1164;8;232055,068;7719472,690
9080;26,068145;232499,678773;7692708,223000;279;1165_15;1165;15;232507,703;7692732,970
9080;37,551539;232965,560157;7692795,575760;280;1165_16;1165;16;232934,706;7692815,704
8793;336,969843;232819,972228;7694164,102310;281;1165_2;1165;2;232496,226;7694072,167
9080;65,469757;232499,678771;7693436,162660;282;1165_6;1165;6;232565,821;7693438,384
9080;331,076310;232033,797395;7693843,808870;283;1166_32;1166;32;231829,457;7694103,685
9080;198,913251;232237,620491;7693379,637890;284;1166_37;1166;37;232039,299;7693379,357
9080;82,760507;231888,209459;7692446,164720;285;1166_44;1166;44;231862,673;7692524,422
9080;39,317146;229851,826356;7692708,223010;286;1168_1;1168;1;229852,515;7692747,279
9080;43,072240;230461,447720;7692387,929550;287;1168_2;1168;2;230476,295;7692428,350
9080;523,069722;231043,799439;7693336,299890;288;1168_21;1168;21;230521,159;7693336,019
9080;560,504883;229675,272886;7692795,575760;289;1168_24;1168;24;229859,049;7693325,352
9080;96,321130;231247,622551;7692562,635070;290;1168_5;1168;5;231194,572;7692642,348
8685;239,514597;229824,292684;7695678,216810;291;1169_3;1169;3;229824,982;7695438,301
8674;20,466603;227869,982528;7698415,269930;292;1169_66;1169;66;227850,958;7698420,530
8520;241,594618;225948,221818;7698386,152350;293;1170_11;1170;11;225805,724;7698191,122
8627;486,695716;226035,574550;7696642,235870;294;1170_118;1170;118;226523,215;7696641,955
8585;276,882303;226734,396647;7697476,440920;295;1170_119;1170;119;226458,058;7697476,160
8520;89,990941;225948,221792;7698822,975890;296;1170_12;1170;12;225858,872;7698822,695
8674;152,635772;227316,748380;7696100,010980;297;1170_124;1170;124;227164,722;7696099,730
8627;658,686003;226035,574573;7696580,861990;298;1170_126;1170;126;226457,135;7696073,441
8798;363,595941;226152,044922;7695474,393710;299;1170_131;1170;131;226516,256;7695487,988
8627;513,794270;225948,221814;7696580,861990;300;1170_133;1170;133;225840,252;7696078,130
8528;39,440492;226454,051291;7698327,917170;301;1170_2;1170;2;226454,740;7698288,175
6739;153,562546;236430,552998;7716060,527230;302;1172_4;1172;4;236573,499;7716118,262
8595;0,000000;224720,468248;7697920,579970;303;1175_27;1175;27;224721,157;7697920,299
8798;46,740796;225016,459043;7696758,146970;304;1175_32;1175;32;224970,382;7696757,866
8790;198,454185;224521,460077;7696173,215790;305;1175_33;1175;33;224716,762;7696133,538
8790;64,579773;224404,989692;7696773,138980;306;1175_34;1175;34;224470,293;7696772,858
8798;21,977368;225162,046978;7696085,863030;307;1175_38;1175;38;225183,545;7696092,688
8627;54,718251;225948,221810;7696755,567510;308;1175_40;1175;40;225902,089;7696783,659
8447;137,394092;235615,260544;7699667,326130;309;1176_40;1176;40;235718,095;7699759,028
8449;620,061169;233868,205353;7699347,032680;310;1176_63;1176;63;234404,549;7699033,840
8361;224,491033;228685,274958;7702054,968220;311;1177_1;1177;1;228514,595;7701909,496
8361;155,534380;229122,038758;7701909,380290;312;1177_3;1177;3;229060,515;7701766,463
8361;28,917366;229063,803586;7702433,496840;313;1177_7;1177;7;229035,966;7702428,387
8367;389,630529;228597,922198;7700686,441660;314;1178_9;1178;9;228324,627;7700408,852
8245;62,167506;227724,394601;7702462,614430;315;1179_5;1179;5;227773,961;7702500,801
8331;144,870384;227840,864948;7701472,616490;316;1180_6;1180;6;227964,917;7701548,431
7626;83,800465;227579,156312;7711547,301370;317;1181_71;1181;71;227579,845;7711630,864
7370;424,931101;228452,334286;7711197,890330;318;1181_72;1181;72;228251,742;7711572,092
7370;136,983704;228423,216697;7710994,067220;319;1181_75;1181;75;228301,737;7710931,668
7370;367,043986;228481,451870;7711197,890330;320;1181_81;1181;81;228780,380;7711411,880
8166;78,856812;226384,985627;7703190,554090;321;1182_16;1182;16;226362,283;7703114,922
8218;40,855030;225715,281140;7703103,201330;322;1182_2;1182;2;225751,022;7703123,950
8227;35,253794;227258,513214;7703254,761050;323;1182_3;1182;3;227294,474;7703254,480
8135;216,153322;227025,572529;7703772,905810;324;1182_4;1182;4;227227,255;7703852,452
8218;258,853015;225191,164578;7702637,319950;325;1183_1;1183;1;225074,268;7702406,279
8247;100,465377;225802,633869;7702431,584040;326;1183_4;1183;4;225702,804;7702431,303
7360;233,318560;237944,667488;7711085,862120;327;1184_10;1184;10;238178,779;7711085,581
7303;29,137190;238061,137829;7711884,341170;328;1184_4;1184;4;238032,676;7711884,060
7319;52,771354;237478,786103;7711838,477210;329;1184_7;1184;7;237523,288;7711867,653
8351;53,853358;222978,228002;7701181,440640;330;1185_1;1185;1;222942,441;7701141,500
8351;464,839766;223065,580762;7701006,735120;331;1185_2;1185;2;222658,637;7700782,514
8442;714,059422;222046,465230;7699579,973390;332;1185_3;1185;3;222428,522;7700183,848
8674;382,439628;229558,802482;7697522,326730;333;1186_18;1186;18;229942,123;7697522,046
8650;505,680628;229587,920133;7696289,686120;334;1186_21;1186;21;229751,202;7696768,502
9079;334,489777;224230,284207;7691747,342660;335;1187_10;1187;10;223898,039;7691781,113
9079;349,227764;224201,166618;7691368,814040;336;1187_5;1187;5;223956,527;7691119,724
9079;21,977153;224346,754546;7691951,165770;337;1187_9;1187;9;224325,526;7691952,659
8828;335,099624;237682,609186;7697483,507150;338;1190_13;1190;13;237825,627;7697786,764
8828;49,397440;237216,727807;7697512,624730;339;1190_16;1190;16;237253,735;7697545,859
8828;306,775858;237653,491597;7697337,919220;340;1190_20;1190;20;237760,310;7697049,658
8828;6,832115;237129,375039;7696988,508180;341;1190_24;1190;24;237131,000;7696994,998
8552;35,851949;238934,665390;7698305,270960;342;1190_3;1190;3;238899,486;7698304,990
8828;799,896047;237682,609186;7697483,507150;343;1190_7;1190;7;237865,291;7698262,513
5486;173,902218;239924,663403;7724970,508640;344;1191_56;1191;56;240023,289;7725114,021
5411;65,207231;240652,603046;7725205,164380;345;1191_58;1191;58;240588,056;7725204,883
5458;188,058179;241497,013080;7725814,918640;346;1191_64;1191;64;241309,677;7725821,186
5569;26,499889;240681,720654;7724475,509670;347;1191_76;1191;76;240696,156;7724497,897
7139;18,112700;237507,903695;7713798,610190;348;1192_8;1192;8;237526,713;7713798,329
8580;428,071509;243302,303396;7698589,975420;349;1193_1;1193;1;243719,467;7698489,970
9405;530,463483;223298,521424;7687991,174030;350;1194_1;1194;1;222889,745;7687653,198
9539;190,327276;222716,169697;7688457,055410;351;1194_5;1194;5;222657,430;7688275,853
7626;92,169562;226996,454960;7711630,792180;352;1196_17;1196;17;226904,926;7711630,511
7626;20,217885;226268,515298;7711576,418960;353;1196_19;1196;19;226250,596;7711584,071
7367;113,375329;225482,340459;7711751,124470;354;1196_20;1196;20;225572,112;7711680,616
7386;96,660319;225569,693220;7710935,832050;355;1196_21;1196;21;225658,302;7710895,262
7626;13,658130;226239,397711;7710935,832060;356;1196_22;1196;22;226227,290;7710940,346
7237;85,003923;226850,867032;7712217,005850;357;1196_23;1196;23;226900,279;7712286,433
7626;23,341652;225773,516311;7710207,300160;358;1196_30;1196;30;225750,851;7710207,019
7079;417,726770;225365,870116;7714109,648970;359;1196_31;1196;31;225542,802;7713730,396
7163;2,177608;225613,999296;7713090,533440;360;1196_46;1196;46;225614,688;7713092,431
7227;161,238639;225715,281149;7712275,241020;361;1196_55;1196;55;225575,077;7712353,539
7259;411,658457;223909,990787;7712624,652070;362;1196_60;1196;60;224208,135;7712909,268
7163;122,850920;224812,635979;7713469,062060;363;1196_61;1196;61;224694,844;7713501,505
6986;245,820595;223549,718053;7713847,590690;364;1196_62;1196;62;223550,407;7713601,355
7079;68,285309;222250,288363;7714400,824830;365;1196_66;1196;66;222227,182;7714336,498
9082;248,648566;241380,542673;7691427,049190;366;1197_11;1197;11;241136,122;7691469,201
9101;191,391611;239779,075412;7691252,343670;367;1197_18;1197;18;239812,262;7691440,760
9101;123,136598;240477,897489;7691164,990920;368;1197_19;1197;19;240484,220;7691287,771
9191;381,622659;239895,545757;7690320,580910;369;1197_4;1197;4;239806,574;7690691,412
9172;36,993611;240507,015067;7690640,874360;370;1197_6;1197;6;240496,191;7690675,767
9699;364,811536;223706,167636;7685690,884700;371;1198_11;1198;11;224017,661;7685499,208
9673;204,830175;222890,875216;7686127,648500;372;1198_18;1198;18;222697,938;7686194,528
9699;168,070063;223502,344526;7685574,414360;373;1198_20;1198;20;223341,301;7685528,079
9492;31,520262;221959,112403;7687442,411840;374;1198_26;1198;26;221991,339;7687442,131
9593;311,151000;223131,019875;7686622,647470;375;1198_27;1198;27;223131,709;7686933,688
9569;118,617665;222745,287277;7686768,235410;376;1198_31;1198;31;222680,820;7686867,153
9673;318,214708;223036,463148;7685923,825400;377;1198_7;1198;7;223304,125;7686097,029
9699;360,615924;223706,167630;7685749,119880;378;1198_9;1198;9;223905,502;7686050,045
8702;4,967518;243680,832016;7696406,156440;379;1199_11;1199;11;243679,358;7696410,350
8580;349,610255;242923,774767;7697337,919210;380;1199_2;1199;2;243084,416;7697026,601
8702;476,016781;242516,128552;7695823,804720;381;1199_3;1199;3;242425,920;7696290,985
8640;2,023924;243057,429677;7696318,803690;382;1199_4;1199;4;243058,118;7696316,498
6189;740,392000;228394,099125;7720049,636570;383;1201_13;1201;13;228114,702;7719363,575
6219;717,364973;227171,160488;7719845,813470;384;1201_15;1201;15;227540,899;7719229,944
6486;130,814682;228132,040847;7718506,404500;385;1201_19;1201;19;228094,676;7718631,351
6486;260,944411;227782,629808;7718477,286910;386;1201_20;1201;20;227640,817;7718695,765
8541;292,533635;244641,712375;7698484,045940;387;1203_19;1203;19;244349,748;7698483,765
10035;14,971565;239974,302577;7682866,478810;388;1205_4;1205;4;239974,991;7682851,220
10628;590,298600;241759,071276;7680682,659830;389;1205_55;1205;55;241770,231;7680091,923
10563;267,244585;240536,132642;7680682,659830;390;1205_58;1205;58;240759,587;7680830,219
10628;43,820516;239946,376571;7682196,774320;391;1205_60;1205;60;239947,065;7682152,654
10510;488,420613;242092,223862;7678848,251890;392;1205_63;1205;63;242092,913;7679336,598
6179;563,155529;223065,580799;7720224,342090;393;1210_1;1210;1;223434,544;7720650,517
5900;444,998968;223560,579769;7721884,044520;394;1210_3;1210;3;223516,990;7721440,729
6017;292,909923;224288,519432;7721243,457620;395;1210_4;1210;4;224101,891;7721017,785
6017;167,066337;224259,401849;7721359,927960;396;1210_5;1210;5;224101,436;7721412,278
